"Suggested citation: CSIS IFI COVID-19 Response Tracker, CSIS Economics Program, Last Updated October 19, 2020",,,,,,,,,,,,,,,,,,,,,,,
"Note: CSIS methodology for estimating disbursements assumes full disbursement of emergency financing instruments as indicated by the financing institutions themselves. In the case of IMF and RFA lending, disbursements are based on press releases and correspond to actual disbursement schedules. However, disbursement schedules from other official sources, including many MDB operations, are often not included in public press announcements. For purposes of this dataset, we assume full disbursement of such operations, which likely results in an overestimation of MDB disbursements.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Institution,Date,Institution Type,Type,Guarantee?,Institutional Commitment ($M),Approved Value ($M),Disbursed Value ($M),Country/Recipient,Region,GDP per capita (nominal),GDP per capita (PPP),Income group,Sector,Green,Description,Link,,,,,,,
IMF,6.26.2020,IMF,Covid,,,356.5,356.5,Myanmar,Asia/Oceania,1407.813143,5355.27019,Lower middle income,General,,"The Executive Board of the International Monetary Fund (IMF) approved a disbursement of SDR 86.1 million (about US$118.8 million or 16.67 percent of quota) under the Rapid Credit Facility (RCF), and a purchase of SDR 172.3 million (about US$ 237.7 million or 33.33 percent of quota) under the Rapid Financing Instrument (RFI).",https://www.imf.org/en/News/Articles/2020/06/26/pr20247-myanmar-imf-executive-board-approves-a-us-356-5m-disbursement-address-covid19,,,,,,,
IMF,6.24.2020,IMF,Covid,,,83.7,83.7,Montenegro,Eurasia,8832.036836,22988.6802,Upper middle income,General,,"The Executive Board of the International Monetary Fund (IMF) today approved SDR 60.5 million (about $US 83.7 million or Euro 74 million, 100 percent of quota) in emergency assistance for Montenegro under the Rapid Financing Instrument (RFI) to meet urgent balance of payment needs stemming from the outbreak of the COVID-19 pandemic.",https://www.imf.org/en/News/Articles/2020/06/24/pr20246-montenegro-imf-executive-board-approves-us-83-7m-emergency-support-combat-covid19,,,,,,,
IMF,6.19.2020,IMF,Covid,,,148,148,Guinea,Africa,1064.131237,2670.308947,Low income,General,,The IMF approved the disbursement of US$148 million to Guinea under the Rapid Credit Facility (RCF) to address urgent balance of payment and fiscal financing needs stemming from the COVID-19 pandemic.,https://www.imf.org/en/News/Articles/2020/06/19/pr20244-guinea-imf-executive-board-approves-us-million-disbursement-to-address-the-covid-19-pandemic,,,,,,,
IMF,6.11.2020,IMF,Covid,,,111.06,111.06,Rwanda,Africa,801.656187,2318.48623,Low income,General,,"The IMF approved US$111.06 million (SDR80.1 million), a second disbursement under the Rapid Credit Facility (RCF) bringing the total IMF COVID-19 emergency support to Rwanda to US$ 220.46 million to help urgent balance of payment needs stemming from the pandemic.",https://www.imf.org/en/News/Articles/2020/06/11/pr20242-rwanda-imf-executive-board-approves-additional-us-111-06m-disbursement-address-covid19,,,,,,,
IMF,6.10.2020,IMF,Covid,,,594,594,Guatemala,Americas,4619.987097,8995.537873,Upper middle income,General,,The IMF Executive Board approved GuatemalaÕs request for emergency financial assistance of about US$ 594 million to help the country meet the urgent balance of payments needs stemming from the COVID-19 pandemic.,https://www.imf.org/en/News/Articles/2020/06/10/pr20241-guatemala-imf-executive-board-approves-us-594-million-in-emergency-assistance,,,,,,,
IMF,6.10.2020,IMF,Covid,,,14.3,14.3,Tanzania,Africa,1122.12181,2770.681172,Lower middle income,General,,"The Executive Board of the International Monetary Fund (IMF) today approved a grant under the IMFÕs Catastrophe Containment and Relief Trust (CCRT) to cover TanzaniaÕs debt service falling due to the IMF from today to October 13, 2020, the equivalent of US$14.3 million. Additional relief covering the period from October 14, 2020 to April 13, 2022 will be granted subject to the availability of resources in the CCRT, potentially bringing total relief on debt service to the equivalent of about US$25.7 million. The debt service relief will contribute to alleviate TanzaniaÕs balance of payment needs stemming from the COVID-19 pandemic.",https://www.imf.org/en/News/Articles/2020/06/10/pr20240-tanzania-imf-executive-board-approves-14-3m-debt-relief-under-ccrt,,,,,,,
IMF,6.9.2020,IMF,Covid,,,5000,2100,Ukraine,Eurasia,3659.031312,13341.21052,Lower middle income,General,,"The COVID-19 pandemic will bear heavily on the Ukrainian economy in 2020.
 To address large balance-of-payments and fiscal financing needs, preserve achievements to date, and advance a small set of key structural reforms to ensure that Ukraine is well-poised to return to growth when the crisis ends, the IMF approved an 18-month Stand-by Arrangement (SBA), with total access of about US$5 billion.
 The approval of the SBA enables the immediate disbursement of about US$2.1 billion.",https://www.imf.org/en/News/Articles/2020/06/09/pr20239-ukraine-imf-executive-board-approves-18-month-us-5-billion-stand-by-arrangement,,,,,,,
IMF,6.9.2020,IMF,Covid,,,363.6,363.6,Papua New Guinea,Asia/Oceania,2845.180186,4569.44618,Lower middle income,General,,"The Executive Board of the International Monetary Fund (IMF) approved a disbursement to Papua New Guinea (PNG) under the Rapid Credit Facility (RCF) equivalent to SDR 263.2 million (about US$363.6 million, 100 percent of quota) to help cover urgent balance of payments needs stemming from the global COVID-19 pandemic.",https://www.imf.org/en/News/Articles/2020/06/09/pr20238-papa-new-guinea-imf-executive-board-approves-disbursement-to-address-the-covid-19-pandemic,,,,,,,
IMF,6.5.2020,IMF,Covid,,,50,50,Liberia,Africa,621.8929536,1486.994898,Low income,General,,"The Executive Board of the International Monetary Fund (IMF), today, approved the disbursement of SDR36.17 million (US$50 million; 1.7 percent of GDP) to be drawn under the Rapid Credit Facility (RCF). This, together with debt relief approved in April 13, will help meet LiberiaÕs urgent balance of payment needs, mostly stemming from fiscal needs necessary to respond to the pandemic.",https://www.imf.org/en/News/Articles/2020/06/05/pr20237-liberia-imf-executive-board-approves-a-us-50m-disbursement-address-the-covid19,,,,,,,
IMF,6.3.2020,IMF,Covid,,,143,143,Sierra Leone,Africa,504.4625434,1789.588431,Low income,General,,The Executive Board of the International Monetary Fund (IMF) today approved the disbursement of SDR 103.7 million (US$143 million or 50 percent of quota) under the Rapid Credit Facility (RCF) to Sierra Leone to help meet the urgent balance of payments and fiscal needs stemming from the COVID_19 pandemic.,https://www.imf.org/en/News/Articles/2020/06/03/pr20233-sierra-leone-imf-executive-board-approves-us-143m-disbursement-address-covid19,,,,,,,
IMF,6.3.2020,IMF,Covid,,,99,99,Mongolia,Asia/Oceania,4295.235025,12819.94858,Lower middle income,General,,"The COVID-19 pandemic has taken a large toll on economic activity in Mongolia, giving rise to urgent budget and balance of payments needs. To support Mongolia, the IMF has approved the request for emergency financial assistance under the Rapid Financing Instrument (RFI) of about US$99 million.",https://www.imf.org/en/News/Articles/2020/06/03/pr20232-mongolia-imf-executive-board-approves-us-99m-disbursement-under-the-rfi-address-covid19,,,,,,,
IMF,6.3.2020,IMF,Covid,,,91,139,Barbados,Americas,18148.24493,16286.97952,High income,General,,"The Executive Board of the International Monetary Fund (IMF) concluded the third review of the IMFÕs extended arrangement under the Extended Fund Facility (EFF) for Barbados. The completion of the review allows the authorities to draw the equivalent of SDR 101 million (about US$139 million), bringing total disbursements to the equivalent of SDR 206 million (about US$283 million).",https://www.imf.org/en/News/Articles/2020/06/03/pr20234-barbados-imf-exec-board-concludes-3rd-review-under-the-extended-arrangement-under-eff,,,,,,,
IMF,6.1.2020,IMF,Covid,,,223,233,Honduras,Americas,2574.912191,5965.368819,Lower middle income,General,,"The Executive Board of the International Monetary Fund (IMF) completed today the second reviews of HondurasÕ performance under its economic program supported by a two-year Stand-By Arrangement (SBA) and a two-year arrangement under the Standby Credit Facility (SCF). This program was approved on July 15th, 2019 in the amount of about US$308 million (SDR 224.82 million), the equivalent of 90 percent of HondurasÕ quota in the IMF (see Press Release 19/284 ). Today, the Executive Board also approved augmentations of access under both arrangements by about US$223 million (SDR 162.37 million), bringing combined total access under the SBA and SCF arrangement to about US$531 million (SDR 387.19 million, 155 percent of quota) The completion of the reviews will release about US$233 million (SDR 169.864 million), to help Honduras meet urgent balance of payments and fiscal financing needs stemming from the COVID-19 pandemic, including increased health care and social spending.",https://www.imf.org/en/News/Articles/2020/06/01/pr20230-honduras-imf-execboard-completes-2nd-rev-under-sba-scf-arrange-approves-support-covid19,,,,,,,
IMF,6.1.2020,IMF,Covid,,,28.5,28.5,Solomon Islands,Asia/Oceania,2127.538508,2465.520643,Lower middle income,General,,"The IMF Executive Board approved the disbursement of US$28.5 million in emergency financing to help Solomon Islands address urgent balance of payments needs created by COVID-19, which is having a severe impact on exports, tourism, and domestic activity.",https://www.imf.org/en/News/Articles/2020/06/01/pr20229-solomon-islands-imf-executive-board-approves-disbursement-to-address-the-covid-19-pandemic,,,,,,,
IMF,6.1.2020,IMF,Covid,,,250,250,The Bahamas,Americas,32933.48601,37265.8121,High income,General,,The IMF Executive Board approved The BahamasÕs request for emergency financial assistance of about US$250 million to help meet the urgent balance-of-payments needs stemming from the COVID-19 pandemic.,https://www.imf.org/en/News/Articles/2020/06/01/pr20231-bahamas-imf-executive-board-approves-disbursement-to-address-the-covid-19,,,,,,,
IMF,5.29.2020,IMF,Covid,,,732,732,Bangladesh,Asia/Oceania,1855.739824,4950.743581,Lower middle income,General,,"The Executive Board of the International Monetary Fund (IMF) today approved a disbursement of SDR 177.77 million (about US$ 244 million or 16.67 percent of quota) under the Rapid Credit Facility (RCF), and a purchase of SDR 355.53 million (about US$ 488 million or 33.33 percent of quota) under the Rapid Financing Instrument (RFI). This will help finance the health, social protection and macroeconomic stabilization measures, meet the urgent balance-of-payments and fiscal needs arising from the COVID-19 outbreak, and catalyze additional support from the international community.",https://www.imf.org/en/News/Articles/2020/05/29/pr20226-bangladesh-imf-exec-board-approves-us-732m-disbursement-to-address-the-covid19-pandemic,,,,,,,
IMF,5.29.2020,IMF,Covid,,,23930,,Chile,Americas,14896.45387,25154.99282,High income,General,,"The IMF approved today a two-year arrangement for Chile under the Flexible Credit Line (FCL), designed for crisis prevention, of about US$23.93 billion. The arrangement should boost confidence, and combined with the comfortable level of international reserves, provide insurance against downside risks. The authorities intend to treat the arrangement as precautionary financing.",https://www.imf.org/en/News/Articles/2020/05/29/pr20227-imf-executive-board-approves-two-year-flexible-credit-line-arrangement,,,,,,,
IMF,5.28.2020,IMF,Covid,,,10931,,Peru,Americas,6977.695784,13380.36442,Upper middle income,General,,"The IMF approved today a two-year arrangement for Peru under the Flexible Credit Line (FCL), designed for crisis prevention, of about US$11 billion.",https://www.imf.org/en/News/Articles/2020/05/28/pr20224-peru-imf-executive-board-approves-2yr-us-11b-flexible-credit-line-arrangement,,,,,,,
IMF,5.21.2020,IMF,Covid,,,396,396,Jordan,Middle East,4330.329346,10316.60909,Upper middle income,General,,"The IMF approved JordanÕs request for emergency financial assistance under the Rapid Financing Instrument (RFI) of about US$396 million. This emergency financial assistance will help address the countryÕs balance of payment needs and allow for higher spending on healthcare, containment, and assistance to households and companies most affected by COVID-19 crisis.",https://www.imf.org/en/News/Articles/2020/05/21/pr20222-jordan-imf-executive-board-approves-emergency-assistance-to-address-the-covid-19-pandemic,,,,,,,
IMF,5.20.2020,IMF,Covid,,,16,16,St. Vincent and the Grenadines,Americas,7463.537831,12982.89639,Upper middle income,General,,The IMF Executive Board approved the request of St. Vincent and the Grenadines for emergency financing assistance of about US$16 million to help address the challenges posed by the COVID-19 pandemic.,https://www.imf.org/en/News/Articles/2020/05/20/pr20221st-vincent-and-the-grenadines-imf-exec-board-approves-disbursement-to-adress-covid19,,,,,,,
IMF,5.18.2020,IMF,Covid,,,375,375,Uzbekistan,Asia/Oceania,1724.841134,7288.765626,Lower middle income,General,,The IMF Executive Board approved the disbursement of US$375 million under the Rapid Credit Facility and Rapid Financing Instrument to support UzbekistanÕs response to the COVID-19 pandemic,https://www.imf.org/en/News/Articles/2020/05/18/pr20220-uzbekistan-imf-executive-board-approves-us-375m-disbursement-address-impact-covid19,,,,,,,
IMF,5.18.2020,IMF,Covid,,,175,280,Armenia,Eurasia,4622.733493,14219.62771,Upper middle income,General,,"The Executive Board also approved the authoritiesÕ request to augment access under ArmeniaÕs SBA arrangement by 100 percent of quota (SDR 128.80 million or about US$175 million), bringing overall access under the SBA arrangement to SDR 308.8 million (around 240 percent of ArmeniaÕs quota). The augmentation and completion of the review will make SDR205.94 million (about US$280 million) immediately available.",https://www.imf.org/en/News/Articles/2020/05/18/pr20219-armenia-imf-execboard-concludes-2ndrev-under-sba-augments-access-address-impact-covid19,,,,,,,
